InvoiceNo,StockCode,Description,Quantity,UnitPrice,importe_linea,CustomerID,Country,mes_compra,dia_semana,alto_valor_transaccion
562113,21121,SET 10 RED POLKADOT PARTY CANDLES,2,2.46,4.92,SIN_CLIENTE,UNITED KINGDOM,8,1,0
555110,21975,PACK OF 60 DINOSAUR CAKE CASES,1,0.55,0.55,17841,UNITED KINGDOM,5,1,0
543604,22189,CREAM HEART CARD HOLDER,4,3.95,15.8,16558,UNITED KINGDOM,2,3,1
558647,23209,LUNCH BAG DOILEY PATTERN,10,1.65,16.5,14868,UNITED KINGDOM,7,4,1
538744,22727,ALARM CLOCK BAKELIKE RED,1,3.75,3.75,15356,UNITED KINGDOM,12,1,0
580284,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2,1.45,2.9,15311,UNITED KINGDOM,12,4,0
560035,23142,IVORY WIRE KITCHEN ORGANISER,6,10.4,62.400000000000006,17706,UNITED KINGDOM,7,3,1
540977,21065,BOOM BOX SPEAKER GIRLS,1,3.36,3.36,SIN_CLIENTE,UNITED KINGDOM,1,2,0
577856,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,2.95,17.700000000000003,12490,FRANCE,11,1,1
547729,21124,SET 10 BLUE POLKADOT PARTY CANDLES,5,1.25,6.25,15529,UNITED KINGDOM,3,4,0
565800,23406,HOME SWEET HOME KEY HOLDER,2,6.25,12.5,14911,EIRE,9,2,1
576564,22065,CHRISTMAS PUDDING TRINKET POT,6,0.39,2.34,15311,UNITED KINGDOM,11,1,0
578833,22294,HEART FILIGREE DOVE SMALL,4,2.46,9.84,SIN_CLIENTE,UNITED KINGDOM,11,4,0
573323,23321,SMALL WHITE HEART OF WICKER,10,1.65,16.5,15708,UNITED KINGDOM,10,6,1
566581,22796,PHOTO FRAME 3 CLASSIC HANGING,4,9.95,39.8,16081,UNITED KINGDOM,9,1,1
570218,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,12,2.89,34.68,16873,UNITED KINGDOM,10,6,1
540288,82484,WOOD BLACK BOARD ANT WHITE FINISH,6,6.45,38.7,17634,UNITED KINGDOM,1,3,1
565318,23287,RED VINTAGE SPOT BEAKER,8,0.85,6.8,12921,UNITED KINGDOM,9,4,0
570019,22960,JAM MAKING SET WITH JARS,4,4.25,17.0,17841,UNITED KINGDOM,10,4,1
566757,85032B,BLOSSOM IMAGES GIFT WRAP SET,1,1.63,1.63,SIN_CLIENTE,UNITED KINGDOM,9,2,0
560433,85095,THREE CANVAS LUGGAGE TAGS,3,0.83,2.4899999999999998,SIN_CLIENTE,UNITED KINGDOM,7,0,0
564337,16011,ANIMAL STICKERS,48,0.21,10.08,12649,GERMANY,8,2,1
542433,21829,DINOSAUR KEYRINGS ASSORTED,36,0.21,7.56,12726,FRANCE,1,4,0
563662,22534,MAGIC DRAWING SLATE SPACEBOY,24,0.42,10.08,12729,FRANCE,8,3,1
559923,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2.46,2.46,SIN_CLIENTE,UNITED KINGDOM,7,2,0
563193,85131C,BEADED CRYSTAL HEART BLUE ON STICK,7,0.83,5.81,SIN_CLIENTE,UNITED KINGDOM,8,4,0
547248,22680,FRENCH BLUE METAL DOOR SIGN 5,2,2.46,4.92,SIN_CLIENTE,UNITED KINGDOM,3,1,0
580729,90039A,FIRE POLISHED GLASS BRACELET RED,1,3.73,3.73,SIN_CLIENTE,UNITED KINGDOM,12,0,0
579258,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,3.75,15.0,15148,UNITED KINGDOM,11,1,1
577106,22537,MAGIC DRAWING SLATE DINOSAUR,1,0.42,0.42,14456,UNITED KINGDOM,11,3,0
575040,22722,SET OF 6 SPICE TINS PANTRY DESIGN,24,3.45,82.80000000000001,13381,UNITED KINGDOM,11,1,1
553189,21389,IVORY HANGING DECORATION BIRD,5,0.85,4.25,15033,UNITED KINGDOM,5,6,0
567148,22961,JAM MAKING SET PRINTED,12,1.45,17.4,18225,UNITED KINGDOM,9,4,1
546622,85205B,PINK FELT EASTER RABBIT GARLAND,8,2.55,20.4,17954,UNITED KINGDOM,3,1,1
555095,21498,RED RETROSPOT WRAP,25,0.42,10.5,12540,SPAIN,5,1,1
569374,22337,ANGEL DECORATION PAINTED ZINC,2,0.63,1.26,SIN_CLIENTE,UNITED KINGDOM,10,0,0
561209,21071,VINTAGE BILLBOARD DRINK ME MUG,1,2.46,2.46,SIN_CLIENTE,UNITED KINGDOM,7,0,0
578950,22385,JUMBO BAG SPACEBOY DESIGN,1,2.08,2.08,17885,UNITED KINGDOM,11,6,0
560434,20752,BLUE POLKADOT WASHING UP GLOVES,1,2.46,2.46,SIN_CLIENTE,UNITED KINGDOM,7,0,0
576617,20963,APPLE BATH SPONGE,1,2.46,2.46,SIN_CLIENTE,UNITED KINGDOM,11,1,0
571441,22998,TRAVEL CARD WALLET KEEP CALM,3,0.83,2.4899999999999998,14096,UNITED KINGDOM,10,0,0
570442,22852,DOG BOWL VINTAGE CREAM,1,4.25,4.25,16549,UNITED KINGDOM,10,0,0
540529,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,1.95,19.5,16748,UNITED KINGDOM,1,6,1
543173,22501,PICNIC BASKET WICKER LARGE,2,9.95,19.9,13871,UNITED KINGDOM,2,4,1
567128,22635,CHILDS BREAKFAST SET DOLLY GIRL,2,9.95,19.9,18055,UNITED KINGDOM,9,4,1
565617,22609,PENS ASSORTED SPACEBALL,2,1.63,3.26,SIN_CLIENTE,UNITED KINGDOM,9,0,0
549553,85040B,SET 4 BLUE FLOWER CANDLES IN BOWL,4,1.65,6.6,16931,UNITED KINGDOM,4,6,0
554818,23084,RABBIT NIGHT LIGHT,12,2.08,24.96,13199,UNITED KINGDOM,5,3,1
547547,22356,CHARLOTTE BAG PINK POLKADOT,2,1.63,3.26,SIN_CLIENTE,UNITED KINGDOM,3,2,0
553935,21504,SKULLS GREETING CARD,12,0.42,5.04,15856,UNITED KINGDOM,5,4,0
555835,22427,ENAMEL FLOWER JUG CREAM,1,5.95,5.95,14525,UNITED KINGDOM,6,1,0
548255,21755,LOVE BUILDING BLOCK WORD,3,5.95,17.85,13078,UNITED KINGDOM,3,2,1
540462,18098C,PORCELAIN BUTTERFLY OIL BURNER,6,2.95,17.700000000000003,16779,UNITED KINGDOM,1,4,1
556473,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,6.95,13.9,17265,UNITED KINGDOM,6,6,1
541827,20856,DENIM PATCH PURSE PINK BUTTERFLY,4,1.63,6.52,SIN_CLIENTE,UNITED KINGDOM,1,4,0
538634,22585,PACK OF 6 BIRDY GIFT TAGS,3,1.25,3.75,14085,UNITED KINGDOM,12,0,0
550542,22362,GLASS JAR PEACOCK BATH SALTS,1,5.79,5.79,SIN_CLIENTE,UNITED KINGDOM,4,1,0
544685,23231,WRAP DOILEY DESIGN,25,0.42,10.5,13285,UNITED KINGDOM,2,1,1
558485,22659,LUNCH BOX I LOVE LONDON,1,1.95,1.95,SIN_CLIENTE,UNITED KINGDOM,6,3,0
570455,23082,SET 6 PAPER TABLE LANTERN HEARTS,1,3.75,3.75,14529,UNITED KINGDOM,10,0,0
570499,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,12,0.29,3.4799999999999995,12772,PORTUGAL,10,1,0
560590,22627,MINT KITCHEN SCALES,2,8.5,17.0,12560,GERMANY,7,1,1
549239,22970,LONDON BUS COFFEE MUG,12,2.55,30.599999999999998,13102,UNITED KINGDOM,4,3,1
579777,22684,FRENCH BLUE METAL DOOR SIGN 9,1,2.46,2.46,SIN_CLIENTE,UNITED KINGDOM,11,2,0
573585,85049C,ROMANTIC PINKS RIBBONS,1,2.46,2.46,SIN_CLIENTE,UNITED KINGDOM,10,0,0
550193,22558,CLOTHES PEGS RETROSPOT PACK 24,12,1.65,19.799999999999997,13952,UNITED KINGDOM,4,4,1
551959,22723,SET OF 6 HERB TINS SKETCHBOOK,4,3.95,15.8,13883,UNITED KINGDOM,5,3,1
558700,22897,OVEN MITT APPLES DESIGN,1,1.45,1.45,17920,UNITED KINGDOM,7,4,0
555722,84946,ANTIQUE SILVER T-LIGHT GLASS,6,2.46,14.76,SIN_CLIENTE,UNITED KINGDOM,6,0,1
536544,22356,CHARLOTTE BAG PINK POLKADOT,9,1.66,14.94,SIN_CLIENTE,UNITED KINGDOM,12,2,1
542216,21314,SMALL GLASS HEART TRINKET POT,8,2.1,16.8,14911,EIRE,1,2,1
537208,21165,BEWARE OF THE CAT METAL SIGN,1,1.69,1.69,15889,UNITED KINGDOM,12,6,0
545288,20725,LUNCH BAG RED RETROSPOT,100,1.45,145.0,15311,UNITED KINGDOM,3,1,1
565396,21621,VINTAGE UNION JACK BUNTING,3,8.5,25.5,SIN_CLIENTE,UNITED KINGDOM,9,4,1
547910,22662,LUNCH BAG DOLLY GIRL DESIGN,2,1.65,3.3,14159,UNITED KINGDOM,3,0,0
578041,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1,2.55,2.55,17338,UNITED KINGDOM,11,1,0
577711,22582,PACK OF 6 SWEETIE GIFT BOXES,3,2.55,7.6499999999999995,15527,UNITED KINGDOM,11,0,0
577768,22337,ANGEL DECORATION PAINTED ZINC,11,0.63,6.93,SIN_CLIENTE,UNITED KINGDOM,11,0,0
555570,21498,RED RETROSPOT WRAP,25,0.42,10.5,15152,UNITED KINGDOM,6,6,1
555096,POST,POSTAGE,3,18.0,54.0,12682,FRANCE,5,1,1
577538,20719,WOODLAND CHARLOTTE BAG,10,0.85,8.5,18040,UNITED KINGDOM,11,6,0
564727,37413,ICON MUG REVOLUTIONARY,6,0.39,2.34,16686,UNITED KINGDOM,8,6,0
561236,21394,RED POLKADOT BEAKER,48,0.39,18.72,15159,UNITED KINGDOM,7,1,1
574836,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,0.55,13.200000000000001,17623,UNITED KINGDOM,11,0,1
541131,85176,SEWING SUSAN 21 NEEDLE SET,1,1.63,1.63,SIN_CLIENTE,UNITED KINGDOM,1,4,0
571036,22601,CHRISTMAS RETROSPOT ANGEL WOOD,14,0.85,11.9,17567,UNITED KINGDOM,10,3,1
573102,20992,JAZZ HEARTS PURSE NOTEBOOK,72,0.39,28.080000000000002,13266,UNITED KINGDOM,10,3,1
569717,23322,LARGE WHITE HEART OF WICKER,40,2.55,102.0,13845,UNITED KINGDOM,10,3,1
550242,22714,CARD BIRTHDAY COWBOY,12,0.42,5.04,13117,UNITED KINGDOM,4,4,0
547358,21086,SET 6 RED SPOTTY PAPER CUPS,4,0.65,2.6,15998,UNITED KINGDOM,3,1,0
542890,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,2,6.75,13.5,15311,UNITED KINGDOM,2,1,1
554650,23078,ICE CREAM PEN LIP GLOSS,24,1.25,30.0,12681,FRANCE,5,2,1
539080,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,3.95,15.8,16607,UNITED KINGDOM,12,3,1
550513,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,1,4.25,4.25,16928,UNITED KINGDOM,4,0,0
558906,22384,LUNCH BAG PINK POLKADOT,3,1.65,4.949999999999999,15555,UNITED KINGDOM,7,0,0
565840,23322,LARGE WHITE HEART OF WICKER,3,2.95,8.850000000000001,SIN_CLIENTE,UNITED KINGDOM,9,2,0
562031,20718,RED RETROSPOT SHOPPER BAG,6,1.25,7.5,16984,UNITED KINGDOM,8,0,0
562553,17003,BROCADE RING PURSE,1,0.63,0.63,SIN_CLIENTE,UNITED KINGDOM,8,4,0
546973,22412,METAL SIGN NEIGHBOURHOOD WITCH,2,4.13,8.26,SIN_CLIENTE,UNITED KINGDOM,3,4,0
576147,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,48,0.85,40.8,16303,UNITED KINGDOM,11,0,1
560265,22706,WRAP COWBOYS,25,0.42,10.5,17863,UNITED KINGDOM,7,6,1
571676,21889,WOODEN BOX OF DOMINOES,1,1.25,1.25,16910,UNITED KINGDOM,10,1,0
575491,85071C,CHARLIE LOLA EXTREMELY BUSY SIGN,3,0.39,1.17,15531,UNITED KINGDOM,11,2,0
572295,23224,CHERUB HEART DECORATION GOLD,5,0.83,4.1499999999999995,16686,UNITED KINGDOM,10,6,0
574676,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1,6.75,6.75,16243,UNITED KINGDOM,11,6,0
578255,23209,LUNCH BAG VINTAGE DOILY,1,1.65,1.65,14675,UNITED KINGDOM,11,2,0
561614,22423,REGENCY CAKESTAND 3 TIER,3,12.75,38.25,13871,UNITED KINGDOM,7,3,1
563928,90148,LONG SILVER NECKLACE PASTEL FLOWER,2,12.75,25.5,17059,UNITED KINGDOM,8,6,1
542110,22191,IVORY DINER WALL CLOCK,2,8.5,17.0,14189,UNITED KINGDOM,1,1,1
548203,22084,PAPER CHAIN KIT EMPIRE,120,6.95,834.0,SIN_CLIENTE,UNITED KINGDOM,3,1,1
557762,23199,JUMBO BAG APPLES,10,2.08,20.8,15810,UNITED KINGDOM,6,2,1
559122,22115,METAL SIGN EMPIRE TEA,12,0.79,9.48,15159,UNITED KINGDOM,7,2,0
536412,21738,COSY SLIPPER SHOES SMALL RED,1,2.95,2.95,17920,UNITED KINGDOM,12,2,0
580729,22383,LUNCH BAG SUKI DESIGN,2,4.13,8.26,SIN_CLIENTE,UNITED KINGDOM,12,0,0
542906,20966,SANDWICH BATH SPONGE,1,2.46,2.46,SIN_CLIENTE,UNITED KINGDOM,2,1,0
555691,20717,STRAWBERRY SHOPPER BAG,30,1.25,37.5,12843,UNITED KINGDOM,6,0,1
573335,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,4.25,4.25,15059,UNITED KINGDOM,10,6,0
581131,23199,JUMBO BAG APPLES,3,2.08,6.24,16393,UNITED KINGDOM,12,2,0
561258,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,144,0.55,79.2,15513,UNITED KINGDOM,7,1,1
578921,22489,PACK OF 12 TRADITIONAL CRAYONS,1,0.42,0.42,13596,UNITED KINGDOM,11,6,0
578155,21065,BOOM BOX SPEAKER GIRLS,1,5.95,5.95,12748,UNITED KINGDOM,11,2,0
555110,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,0.55,1.1,17841,UNITED KINGDOM,5,1,0
570459,22061,LARGE CAKE STAND HANGING STRAWBERY,2,9.95,19.9,15801,UNITED KINGDOM,10,0,1
570209,23541,WALL ART CLASSIC PUDDINGS,1,8.25,8.25,16326,UNITED KINGDOM,10,6,0
578031,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.95,17.700000000000003,15796,UNITED KINGDOM,11,1,1
571508,21126,SET OF 6 GIRLS CELEBRATION CANDLES,1,1.25,1.25,SIN_CLIENTE,UNITED KINGDOM,10,0,0
566985,21930,JUMBO STORAGE BAG SKULLS,2,4.96,9.92,SIN_CLIENTE,UNITED KINGDOM,9,4,1
549577,22714,CARD BIRTHDAY COWBOY,12,0.42,5.04,14286,UNITED KINGDOM,4,0,0
577311,23355,HOT WATER BOTTLE KEEP CALM,2,4.95,9.9,18225,UNITED KINGDOM,11,4,1
564166,23314,VINTAGE CHRISTMAS TABLECLOTH,2,12.5,25.0,15089,UNITED KINGDOM,8,1,1
542511,20726,LUNCH BAG WOODLAND,10,1.65,16.5,15527,UNITED KINGDOM,1,4,1
544599,22999,TRAVEL CARD WALLET RETRO PETALS,3,0.83,2.4899999999999998,SIN_CLIENTE,UNITED KINGDOM,2,0,0
576828,21000,ROSE DU SUD COSMETICS BAG,1,4.25,4.25,SIN_CLIENTE,UNITED KINGDOM,11,2,0
553547,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,4.15,16.6,12474,GERMANY,5,1,1
544187,21625,VINTAGE UNION JACK APRON,3,6.95,20.85,14107,UNITED KINGDOM,2,2,1
579986,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,100,1.25,125.0,13777,UNITED KINGDOM,12,3,1
572652,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,0.55,13.200000000000001,15805,UNITED KINGDOM,10,1,1
570020,22493,PAINT YOUR OWN CANVAS SET,12,1.65,19.799999999999997,12684,FRANCE,10,4,1
543047,21137,BLACK RECORD COVER FRAME,480,3.39,1627.2,16210,UNITED KINGDOM,2,3,1
549525,21094,SET 6 RED SPOTTY PAPER PLATES,4,0.83,3.32,SIN_CLIENTE,UNITED KINGDOM,4,4,0
560292,85099C,JUMBO BAG BAROQUE BLACK WHITE,1,4.13,4.13,SIN_CLIENTE,UNITED KINGDOM,7,0,0
550017,82580,BATHROOM METAL SIGN,12,0.55,6.6000000000000005,17865,UNITED KINGDOM,4,3,0
581476,23430,BLUE RETRO KITCHEN WALL CLOCK,2,8.15,16.3,12433,NORWAY,12,4,1
569225,22356,CHARLOTTE BAG PINK POLKADOT,10,0.85,8.5,16930,UNITED KINGDOM,10,6,0
547830,85129B,BEADED CRYSTAL HEART GREEN SMALL,1,2.46,2.46,SIN_CLIENTE,UNITED KINGDOM,3,4,0
555279,21078,SET 20 STRAWBERRY PAPER NAPKINS,4,0.85,3.4,16348,UNITED KINGDOM,6,2,0
548666,22293,HANGING CHICK GREEN DECORATION,24,1.45,34.8,13124,UNITED KINGDOM,4,4,1
558057,20749,ASSORTED COLOUR MINI CASES,2,7.95,15.9,15665,UNITED KINGDOM,6,4,1
547669,21364,PEACE SMALL WOOD LETTERS,1,6.75,6.75,12748,UNITED KINGDOM,3,3,0
565766,79321,CHILLI LIGHTS,1,5.75,5.75,17841,UNITED KINGDOM,9,1,0
574950,23265,SET OF 3 WOODEN TREE DECORATIONS,5,2.46,12.3,SIN_CLIENTE,UNITED KINGDOM,11,1,1
543247,22207,FRYING PAN UNION FLAG,24,3.75,90.0,16029,UNITED KINGDOM,2,4,1
539453,22549,PICTURE DOMINOES,2,3.36,6.72,SIN_CLIENTE,UNITED KINGDOM,12,4,0
572287,72818,CHRISTMAS DECOUPAGE CANDLE,12,0.39,4.68,15584,UNITED KINGDOM,10,6,0
574313,84879,ASSORTED COLOUR BIRD ORNAMENT,8,1.69,13.52,13267,UNITED KINGDOM,11,3,1
578065,22430,ENAMEL WATERING CAN CREAM,1,9.96,9.96,SIN_CLIENTE,UNITED KINGDOM,11,1,1
572553,20775,DAISY NOTEBOOK,1,1.63,1.63,SIN_CLIENTE,UNITED KINGDOM,10,0,0
542708,22937,BAKING MOULD CHOCOLATE CUPCAKES,24,2.55,61.199999999999996,17621,UNITED KINGDOM,1,0,1
553387,23199,JUMBO BAG APPLES,2,4.13,8.26,SIN_CLIENTE,UNITED KINGDOM,5,0,0
573347,21328,BALLOONS WRITING SET,1,1.65,1.65,13137,UNITED KINGDOM,10,6,0
553838,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,0.95,11.399999999999999,12620,FRANCE,5,3,1
543370,21756,BATH BUILDING BLOCK WORD,3,5.95,17.85,12359,CYPRUS,2,0,1
551171,16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,4,0.5,2.0,13263,UNITED KINGDOM,4,1,0
568164,22602,RETROSPOT WOODEN HEART DECORATION,12,0.85,10.2,14561,UNITED KINGDOM,9,6,1
560305,84519A,TOMATO CHARLIE LOLA COASTER SET,3,1.25,3.75,16511,UNITED KINGDOM,7,0,0
558877,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,4,1.25,5.0,17841,UNITED KINGDOM,7,0,0
556484,85053,FRENCH ENAMEL CANDLEHOLDER,1,2.1,2.1,16938,UNITED KINGDOM,6,6,0
580128,23301,GARDENERS KNEELING PAD KEEP CALM,3,1.65,4.949999999999999,17576,UNITED KINGDOM,12,3,0
537649,85136C,RED SHARK HELICOPTER,2,7.95,15.9,13807,UNITED KINGDOM,12,1,1
545022,21915,RED HARMONICA IN BOX,12,1.25,15.0,12921,UNITED KINGDOM,2,4,1
551774,20773,BLUE PAISLEY NOTEBOOK,1,1.65,1.65,14606,UNITED KINGDOM,5,2,0
559256,22384,LUNCH BAG PINK POLKADOT,20,1.65,33.0,15249,UNITED KINGDOM,7,3,1
581149,21080,SET 20 RED RETROSPOT PAPER NAPKINS,3,0.85,2.55,15471,UNITED KINGDOM,12,2,0
552684,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,8,4.13,33.04,SIN_CLIENTE,UNITED KINGDOM,5,1,1
563703,23301,GARDENERS KNEELING PAD KEEP CALM,5,1.65,8.25,13273,UNITED KINGDOM,8,3,0
580665,23566,EGG CUP MILKMAID HEIDI,144,1.04,149.76,16684,UNITED KINGDOM,12,0,1
571227,21257,VICTORIAN SEWING BOX MEDIUM,6,7.95,47.7,12477,GERMANY,10,4,1
559923,22449,SILK PURSE BABUSHKA PINK,2,2.46,4.92,SIN_CLIENTE,UNITED KINGDOM,7,2,0
539708,90013B,BLACK VINTAGE EARRINGS,1,4.24,4.24,SIN_CLIENTE,UNITED KINGDOM,12,1,0
536987,20661,BLUE POLKADOT PURSE,1,2.95,2.95,17198,UNITED KINGDOM,12,4,0
576688,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,2.49,14.940000000000001,16717,UNITED KINGDOM,11,2,1
570027,21181,PLEASE ONE PERSON METAL SIGN,24,2.1,50.400000000000006,14844,UNITED KINGDOM,10,4,1
551739,21901,KEY FOB BACK DOOR,1,0.65,0.65,18118,UNITED KINGDOM,5,2,0
539590,21755,LOVE BUILDING BLOCK WORD,3,5.95,17.85,14733,UNITED KINGDOM,12,0,1
542430,22960,JAM MAKING SET WITH JARS,6,4.25,25.5,13552,UNITED KINGDOM,1,4,1
580519,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,10,6.63,66.3,SIN_CLIENTE,UNITED KINGDOM,12,6,1
563743,72741,GRAND CHOCOLATECANDLE,9,1.45,13.049999999999999,12828,UNITED KINGDOM,8,4,1
554106,22899,CHILDREN S APRON DOLLY GIRL,6,2.1,12.600000000000001,12710,GERMANY,5,6,1
552674,21408,SPOTTY PINK DUCK DOORSTOP,1,8.29,8.29,SIN_CLIENTE,UNITED KINGDOM,5,1,0
537237,17012C,ORIGAMI LAVENDER INCENSE CANDL SET,2,2.51,5.02,SIN_CLIENTE,UNITED KINGDOM,12,0,0
561222,22051,BLUE SCANDINAVIAN PAISLEY WRAP,25,0.42,10.5,13588,UNITED KINGDOM,7,1,1
559321,23316,RED REFECTORY CLOCK,2,9.95,19.9,17069,UNITED KINGDOM,7,3,1
563111,20914,SET 5 RED RETROSPOT LID GLASS BOWLS,12,2.95,35.400000000000006,15249,UNITED KINGDOM,8,4,1
578513,20725,LUNCH BAG RED RETROSPOT,10,1.65,16.5,16609,UNITED KINGDOM,11,3,1
537608,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,3,3.75,11.25,15024,UNITED KINGDOM,12,1,1
572907,84978,HANGING HEART JAR T-LIGHT HOLDER,12,1.25,15.0,12827,UNITED KINGDOM,10,2,1
574892,23396,LE JARDIN BOTANIQUE CUSHION COVER,5,3.75,18.75,14700,UNITED KINGDOM,11,0,1
541985,21059,PARTY INVITES DINOSAURS,1,0.85,0.85,15052,UNITED KINGDOM,1,0,0
564065,22697,GREEN REGENCY TEACUP AND SAUCER,6,2.95,17.700000000000003,15150,UNITED KINGDOM,8,0,1
566950,23202,JUMBO BAG VINTAGE LEAF,10,2.08,20.8,17594,UNITED KINGDOM,9,3,1
552681,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2.46,29.52,SIN_CLIENTE,UNITED KINGDOM,5,1,1
537638,20975,12 PENCILS SMALL TUBE RED RETROSPOT,2,1.28,2.56,SIN_CLIENTE,UNITED KINGDOM,12,1,0
537764,22386,JUMBO BAG PINK POLKADOT,1,1.95,1.95,16893,UNITED KINGDOM,12,2,0
553653,23284,DOORMAT KEEP CALM AND COME IN,10,6.75,67.5,16701,UNITED KINGDOM,5,2,1
542664,85194S,HANGING SPRING FLOWER EGG SMALL,3,1.63,4.89,SIN_CLIENTE,UNITED KINGDOM,1,0,0
560025,21874,GIN AND TONIC MUG,1,1.25,1.25,18283,UNITED KINGDOM,7,3,0
555383,22334,DINOSAUR PARTY BAG STICKER SET,3,1.65,4.949999999999999,12517,GERMANY,6,3,0
545085,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,0.55,0.55,15039,UNITED KINGDOM,2,0,0
569225,21262,WHITE GOOSE FEATHER CHRISTMAS TREE,4,2.95,11.8,16930,UNITED KINGDOM,10,6,1
545713,22729,ALARM CLOCK BAKELIKE ORANGE,1,8.29,8.29,SIN_CLIENTE,UNITED KINGDOM,3,0,0
566587,22560,TRADITIONAL MODELLING CLAY,24,1.25,30.0,14132,UNITED KINGDOM,9,1,1
559922,21231,SWEETHEART CERAMIC TRINKET BOX,12,1.25,15.0,14400,UNITED KINGDOM,7,2,1
553461,22029,SPACEBOY BIRTHDAY CARD,12,0.42,5.04,16316,UNITED KINGDOM,5,1,0
579002,22174,PHOTO CUBE,3,1.65,4.949999999999999,14093,UNITED KINGDOM,11,6,0
576391,84997b,CHILDRENS CUTLERY RETROSPOT RED,5,8.29,41.449999999999996,SIN_CLIENTE,UNITED KINGDOM,11,1,1
552660,85099B,JUMBO BAG RED RETROSPOT,1,4.13,4.13,SIN_CLIENTE,UNITED KINGDOM,5,1,0
537219,22737,RIBBON REEL CHRISTMAS PRESENT,2,1.65,3.3,14081,UNITED KINGDOM,12,6,0
566534,47566,PARTY BUNTING,18,10.79,194.21999999999997,SIN_CLIENTE,UNITED KINGDOM,9,1,1
578620,22941,CHRISTMAS LIGHTS 10 REINDEER,1,8.5,8.5,17247,UNITED KINGDOM,11,3,0
569680,22138,BAKING SET 9 PIECE RETROSPOT,3,4.95,14.850000000000001,16803,UNITED KINGDOM,10,2,1
550211,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,10.79,10.79,SIN_CLIENTE,UNITED KINGDOM,4,4,1
569220,85032D,YULETIDE IMAGES GIFT WRAP SET,4,0.65,2.6,16007,UNITED KINGDOM,10,6,0
581376,23552,BICYCLE PUNCTURE REPAIR KIT,1,2.08,2.08,14719,UNITED KINGDOM,12,3,0
578041,72351B,SET 6 PINK BUTTERFLY T-LIGHTS,2,2.1,4.2,17338,UNITED KINGDOM,11,1,0
555515,22656,VINTAGE BLUE KITCHEN CABINET,1,125.0,125.0,17690,UNITED KINGDOM,6,6,1
574079,23169,CLASSIC GLASS COOKIE JAR,1,4.15,4.15,17595,UNITED KINGDOM,11,2,0
547881,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.95,17.700000000000003,13110,UNITED KINGDOM,3,6,1
550193,21524,DOORMAT SPOTTY HOME SWEET HOME,4,7.95,31.8,13952,UNITED KINGDOM,4,4,1
579409,23531,WALL ART BIG LOVE,1,6.95,6.95,14701,UNITED KINGDOM,11,1,0
544468,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,1.25,15.0,SIN_CLIENTE,EIRE,2,0,1
571546,23164,REGENCY CAKE SLICE,4,4.95,19.8,17920,UNITED KINGDOM,10,0,1
577358,22077,6 RIBBONS RUSTIC CHARM,2,4.13,8.26,SIN_CLIENTE,UNITED KINGDOM,11,4,0
573585,22841,ROUND CAKE TIN VINTAGE GREEN,1,15.79,15.79,SIN_CLIENTE,UNITED KINGDOM,10,0,1
565491,22580,ADVENT CALENDAR GINGHAM SACK,48,4.95,237.60000000000002,13881,UNITED KINGDOM,9,0,1
576667,22086,PAPER CHAIN KIT 50 S CHRISTMAS,12,2.95,35.400000000000006,12963,UNITED KINGDOM,11,2,1
575840,22726,ALARM CLOCK BAKELIKE GREEN,4,3.75,15.0,13137,UNITED KINGDOM,11,4,1
580908,23309,SET OF 60 I LOVE LONDON CAKE CASES,2,0.55,1.1,16495,UNITED KINGDOM,12,1,0
